path,line,category,status,target,detail
wiki/Verifiability.md,81,template,REVIEW_CONTEXT,,- <例：湿实验中流式细胞仪的型号在 8 月发生过变更，对应数据已经标注。>
wiki/Verifiability.md,96,template,REVIEW_CONTEXT,,*最后更新：YYYY-MM-DD*
wiki/Verifiability.md,42,relative_link,EXISTS,../requirements.txt,../requirements.txt
wiki/Verifiability.md,43,relative_link,EXISTS,../Dockerfile,../Dockerfile
wiki/Verifiability.md,62,relative_link,EXISTS,./Wet-Lab-Experiments.md,./Wet-Lab-Experiments.md
wiki/Verifiability.md,72,relative_link,EXISTS,./Wet-Lab-Experiments.md#6-实验记录--lab-notebook,./Wet-Lab-Experiments.md#6-实验记录--lab-notebook
wiki/Wet-Lab-Experiments.md,55,relative_link,EXISTS,./Integrated-Validation.md,./Integrated-Validation.md
wiki/Wet-Lab-Experiments.md,98,relative_link,EXISTS,./Human-Practices.md,./Human-Practices.md
wiki/Wet-Lab-Experiments.md,132,relative_link,EXISTS,./Integrated-Validation.md,./Integrated-Validation.md
wiki/Wet-Lab-Experiments.md,138,relative_link,EXISTS,./AI-Ethics-Safety.md,./AI-Ethics-Safety.md
wiki/Home.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Project-Description.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Design.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/AI-Computational-Methods.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Wet-Lab-Experiments.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Integrated-Validation.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Verifiability.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Engineering-Cycle.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Parts.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Human-Practices.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/AI-Ethics-Safety.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Education.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Collaboration.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
wiki/Attributions.md,0,wiki_page,EXISTS,,Required/recommended page inventory from repository README
parts/AISB26-045-001/sequence.fasta,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-001/metadata.yaml,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-001/characterization.md,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-001/registry_export.gb,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-001/map.svg,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-002/sequence.fasta,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-002/metadata.yaml,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-002/characterization.md,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-002/registry_export.gb,0,part_file,EXISTS,,Required five-file inventory
parts/AISB26-045-002/map.svg,0,part_file,EXISTS,,Required five-file inventory
configs/fabric_ai/v1_glucose_reference.json,0,frozen_condition_relative_path,EXISTS,../config/protected_reaction_ids.json,../config/protected_reaction_ids.json
configs/fabric_ai/v2a_historical_ethanol_stage.json,0,frozen_condition_relative_path,EXISTS,../config/protected_reaction_ids.json,../config/protected_reaction_ids.json
